candidate,n_features,te_delay_d,secs,ap_primary_62d,lift_primary_62d,ap_tail_late,lift_tail_late,ap_wf_mar,lift_wf_mar,ap_wf_apr,lift_wf_apr,ap_wf_may,lift_wf_may,ap_tail_recent,lift_tail_recent,tail_delta,tail_lo,tail_hi,p_better,verdict
reference,243,7.0,194,0.7335663090693548,43.71985997684575,0.5480517064484771,34.48209968774519,0.8170483029307539,42.75400692849943,0.7893820120088272,45.52411078929726,0.7969111946924836,47.835961608699,0.5622021904004978,35.3724142192433,0.0,0.0,0.0,0.5,reference
te_delay_0d,243,0.0,461,0.7181443607358523,42.80072640517686,0.5400824871459478,33.98069551147856,0.798859563948634,41.802237651612344,0.7616908054479389,43.92714311561141,0.7779593207309514,46.69834286112124,0.5557467224486692,34.966251649495106,-0.007969219302529362,-0.012022935131782111,-0.004139267177239331,0.0,WORSE
te_delay_3d,243,3.0,198,0.7329215002700825,43.68142998071931,0.5477488177241802,34.463042655237835,0.8158690374153481,42.692299039461105,0.7903993905475132,45.58278358979842,0.7956112952557863,47.757932914958516,0.5620036804302954,35.35992444774731,-0.0003028887242969569,-0.0021514373626030842,0.0016931684412096147,0.3775,no result (< noise floor)
te_delay_14d,243,14.0,215,0.7322992842824428,43.6443464948522,0.548626971310547,34.518293973954606,0.816578449130467,42.7294207044527,0.7923610398694847,45.695913024856004,0.7962296445076766,47.79505038961717,0.5624092720710312,35.38544330157772,0.0005752648620699352,-0.0013162396336782595,0.002619821092831439,0.7275,no result (< noise floor)
te_delay_30d,243,30.0,158,0.733324377448745,43.70544108049478,0.548476012264942,34.508795992654534,0.8174960081724459,42.77743417623566,0.7892625167980888,45.51721943235007,0.7958879996817093,47.774542572827,0.5616346389398212,35.33670524176051,0.0004243058164649094,-0.0011878318504843222,0.002166442682348107,0.6775,no result (< noise floor)
